"","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"AGO_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.0388238919005239,0.0519479855919719,0.0595299349805496,0.064125950828526,0.0779429114897283,0.0941655475040221,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443782,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.406048715549902,0.418991826247674,0.431454319028393,0.443338152920733,0.455037129520251,0.466181785123447,0.476653315772442,0.486634414052937,0.496205346725939,0.505659908915662,0.514677951758056,0.523232784796932,0.531367425923573,0.539137100159462,0.546815888413687,0.554142625360071,0.561060525550091,0.567675505647896,0.573990071663971,0.580238456915926,0.586161420388429,0.591816416610763,0.597205705637482,0.602352766105277,0.607439695875632,0.61228677417665,0.616954750974526,0.621386384970455,0.625639033317931,0.629811987155212,0.633836317724667,0.637689780072993,0.641370864772887,0.644895579315983,0.624719083166346,0.60842616790159,0.593458902541829,0.579728695241919,0.565551932813778,0.55181052925285,0.538585707961733,0.525812916611716,0.513472715110138,0.501534876759725,0.489801165457652,0.478470867350233,0.467508665579022,0.456889067949114,0.446608065093941,0.436401980465828,0.426526154728245,0.416945041538799,0.407656309052151,0.398647036388374,0.389606414663269,0.380839572876267,0.372323636020493,0.364050419288844,0.356012848507389,0.347858737648156,0.339941035311563,0.332221501404307,0.324705704690932,0.317394849606773,0.309907380710855,0.302610423307217,0.295502905010589,0.288557590438431,0.281785732504642,0.274804433177882,0.267985403942799,0.261305510941448,0.254782832982528,0.248415093988026,0.241801831177222,0.235335753751734,0.229002764824469,0.222798883481628,0.216732392081546,0.210422161219729,0.204238698269808,0.19815950172326,0.19221380490525,0.186396833637543
"AGO_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.0388238919005239,0.0519479855919719,0.0595299349805495,0.064125950828526,0.0779429114897284,0.0941655475040221,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443781,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346063,0.341079606135001,0.35711810095091,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114844,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176184,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807951674201905,0.772370087210429,0.738088590108842,0.723203417674533,0.701790379003448,0.687070045214843,0.673800417846781,0.65450407318403,0.633807466931366,0.62375930717496,0.617332170304131,0.61457832767931,0.609053611466841,0.601974646521531,0.595290515077477,0.591810816573748,0.592220584109109,0.583819897710168,0.576224654540862,0.583254220817973,0.583071133975614,0.573266273142908,0.56477263766202,0.568515168714242,0.570401586104059,0.565422753328926,0.574417590951103,0.579402099863746,0.85549477667539,0.849665817177796,0.844302620322441,0.839305946293798,0.834405805797107,0.82980552301012,0.82546413425979,0.821315438525332,0.817330981648924,0.8134176795478,0.809713265841577,0.806190411584934,0.802825481431001,0.799613839831841,0.796427978231267,0.793405441369945,0.790536428293333,0.787787817945003,0.78516034568506,0.78256219059813,0.780109002994878,0.777756174655911,0.775507785569057,0.773362252336204,0.771237085450263,0.76922967556578,0.767293148729176,0.765442051623992,0.763667727518655,0.761935302691726,0.760279819042781,0.758688709859728,0.757158011615546,0.755691995118579,0.730595000070459,0.7095554887195,0.690037101300203,0.671948884438899,0.653582911686775,0.635720822240421,0.618522019560604,0.601954861580365,0.585936271273541,0.570474744161725,0.555314590229363,0.540679639896122,0.52653847648173,0.512853635613878,0.499616755019857,0.486614767366555,0.47401743408203,0.461818241777285,0.450007916453112,0.438563647366902,0.427265398130965,0.416310808790309,0.405674883699719,0.395370372500806,0.385354167079112,0.375398534166797,0.365742239875158,0.356325764196407,0.347180899943471,0.3383006921605,0.329383441786968,0.320696009315793,0.312245730109099,0.304005769119596,0.295984617894797,0.287886587482816,0.279979123634467,0.272247795060028,0.264710249861186,0.257365158273828,0.249919302703443,0.242636288212352,0.235525208678279,0.228574285832381,0.221767272477643,0.214892007429292,0.208163472429449,0.201561647761613,0.195116188687143,0.188799923047036
"AGO_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.038823891900524,0.0519479855919719,0.0595299349805496,0.0641259508285259,0.0779429114897284,0.0941655475040221,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443781,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.35711810095091,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114844,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.493227151271649,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.0388238919005239,0.0519479855919719,0.0595299349805496,0.064125950828526,0.0779429114897282,0.0941655475040222,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443782,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.357118100950909,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114844,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.0388238919005239,0.051947985591972,0.0595299349805495,0.064125950828526,0.0779429114897284,0.0941655475040221,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443782,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.357118100950909,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114845,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.038823891900524,0.051947985591972,0.0595299349805496,0.0641259508285261,0.0779429114897283,0.0941655475040221,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443782,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.357118100950909,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114844,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657634,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.0388238919005239,0.0519479855919719,0.0595299349805495,0.064125950828526,0.0779429114897284,0.0941655475040222,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443781,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.357118100950909,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114845,0.426372899446784,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.0388238919005239,0.0519479855919719,0.0595299349805496,0.064125950828526,0.0779429114897283,0.0941655475040221,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443782,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.35711810095091,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114844,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
"AGO_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173014959799669,0.0255278445384918,0.038823891900524,0.0519479855919719,0.0595299349805495,0.064125950828526,0.0779429114897284,0.094165547504022,0.113346544476073,0.130432553698001,0.14459830243778,0.158052523358642,0.173791343748452,0.192447584460548,0.20273269448328,0.212682232786962,0.236347291443782,0.25188648752368,0.256871969075197,0.26334807345675,0.28102407632413,0.296049640321648,0.303544055884247,0.324427060346064,0.341079606135001,0.357118100950909,0.372059170966979,0.386418587914374,0.400096379912791,0.413558003114844,0.426372899446783,0.438416649832925,0.449898903463596,0.460910093179579,0.471785964395541,0.48215684053625,0.491996063657635,0.501354103052296,0.510293571565157,0.519130329095041,0.527559575511838,0.535521671824391,0.543135192995696,0.55040442440004,0.557596928580313,0.564414895700384,0.570924966900786,0.577130426727801,0.583057624369281,0.588915015009355,0.594495780183349,0.599869503857569,0.604973908084253,0.609871478287567,0.614678029455457,0.619311660427936,0.623748740182006,0.62798883509743,0.632049820758135,0.612403702306772,0.596622405298018,0.582145684397274,0.568885862782783,0.555161397869023,0.541869277948131,0.529077486201066,0.516718829439623,0.504780121805568,0.49322715127165,0.481874417684506,0.470912332672416,0.460304174341689,0.450025964376028,0.440075136226169,0.430190438679776,0.420627359176185,0.411347061576271,0.402348731549006,0.393620754724954,0.384850370128858,0.376345106290038,0.368082513371856,0.360053210332291,0.352253979075076,0.34432396879522,0.336622462902839,0.329113876952739,0.321801378799955,0.314687475915265,0.307382562417682,0.300263267150711,0.293327360685253,0.286548337069582,0.279937339858828,0.273100692227486,0.266422805068954,0.25987921226741,0.253488332328056,0.247248036714502,0.240743341105555,0.234383789433848,0.228152260817161,0.222045791089692,0.216075861178532,0.209839308810649,0.203726921361433,0.197715873705309,0.191835344148428,0.186083479131394
