adm1 identifier,report,log10 of population,surveillance quality,temperature suitability index,rainfall delayed by one month,interaction of the temperature suitability index and rainfall delayed by one month,EVI
BFA27,0,4.848094565,4.933594794,36.96638616,2.282225349,67.71300279,0.213436963
BFA28,1,4.984669487,4.933594794,36.54571522,2.252926694,69.20789335,0.200272718
BFA29,0,5.012833553,4.933594794,45.00791053,1.432616506,64.01299386,0.139864562
BFA3,0,4.98093464,4.933594794,36.29889148,2.485769842,74.78088381,0.2461627
BFA30,0,5.105504946,4.933594794,34.55537311,2.19816036,63.73635809,0.207795824
BFA31,1,5.043335138,4.933594794,26.89285069,2.678652217,62.53875591,0.28429154
BFA32,0,5.088712088,4.933594794,37.42785868,2.390631563,74.0224791,0.215539148
BFA33,0,5.484105469,4.933594794,36.07885252,2.061375549,64.71244036,0.188157438
BFA34,0,5.119255784,4.933594794,41.90975313,1.576970681,63.05090591,0.155557659
BFA35,0,4.952710721,4.933594794,34.5533691,2.676545476,75.1296077,0.284509458
BFA36,0,5.270137758,4.933594794,41.67860415,1.604542101,65.93275936,0.150756206
BFA37,0,4.979374105,4.933594794,38.18547285,2.131195338,69.66640853,0.204190167
BFA38,0,5.138526096,4.933594794,32.55660429,2.506203242,65.49567046,0.257594938
BFA39,0,4.970643695,4.933594794,33.96416057,2.569002357,72.06374254,0.26472841
BFA4,1,4.990148568,4.933594794,34.10175424,2.374078593,65.90672245,0.234703262
BFA40,0,4.917087067,4.933594794,37.45746502,1.843846336,62.6577831,0.177891373
BFA41,0,5.401343978,4.933594794,38.60535256,1.930608274,66.49626765,0.167450022
BFA42,1,4.833023058,4.933594794,36.63653215,2.510110463,71.43876498,0.277145393
BFA43,0,4.890195842,4.933594794,33.69052099,2.129953533,61.54729577,0.199899001
BFA44,1,4.996570316,4.933594794,33.75811877,2.572332981,71.79493782,0.241957621
BFA5,0,4.629068209,4.933594794,28.13324437,2.696887605,64.81199397,0.277586038
BFA6,0,5.274014133,4.933594794,36.30815567,2.539406308,76.92822796,0.225802487
BFA7,0,5.300152968,4.933594794,36.10358865,2.369785137,71.86671918,0.214196995
BFA8,0,5.113540788,4.933594794,35.52524547,2.32135889,67.95565933,0.219457392
BFA9,0,5.202174276,4.933594794,36.48528509,2.220738179,71.79911459,0.198489503
BWA1,0,5.673609441,2.152947454,11.62340105,1.33729598,21.15744073,0.219558172
BWA2,0,4.442950575,2.152947454,11.84329894,1.287110597,19.99526717,0.200196317
BWA3,0,4.56879417,2.152947454,11.20149874,1.074892934,17.54917572,0.160416767
BWA4,0,4.816848357,2.152947454,11.98135873,1.147748657,19.42337557,0.197335153
BWA5,0,5.206482916,2.152947454,10.63245111,1.319500779,19.33935093,0.213824342
BWA6,0,5.04350005,2.152947454,10.27291911,1.654599092,22.85228747,0.255897498
BWA7,0,5.068020839,2.152947454,16.40722766,1.571414536,30.94130147,0.277105972
BWA8,0,5.423947378,2.152947454,9.502859982,1.274039471,17.14179381,0.20148778
BWA9,0,5.194050976,2.152947454,8.466311798,1.42038691,16.39843247,0.199706368
CAF1,0,4.386764066,7.940612889,29.00841968,3.518883106,74.702445,0.32737282
CAF10,0,4.72754135,7.940612889,28.72537372,3.606759924,86.96152422,0.333411791
CAF11,0,5.036131654,7.940612889,15.08202778,3.812607627,50.21258688,0.33744291
CAF12,1,5.519787733,7.940612889,21.7186016,3.684700946,75.58267185,0.369258079
CAF13,0,5.136663058,7.940612889,20.42341173,3.75783611,66.35307309,0.382643155
CAF14,1,5.291215688,7.940612889,19.52749038,3.584622581,56.9715515,0.319077836
CAF15,0,5.233564188,7.940612889,26.98841255,3.503691296,78.75241501,0.321017785
CAF16,0,4.729163863,7.940612889,13.39504541,3.878921548,51.38274152,0.416416388
CAF17,0,4.365019693,7.940612889,30.4810488,2.654119344,55.18284217,0.281036422
CAF2,0,5.282922489,7.940612889,21.37042584,3.9004375,79.03647254,0.350525781
CAF3,0,5.111950779,7.940612889,18.41486647,3.806075298,62.91243704,0.40852571
CAF4,0,4.371992116,7.940612889,19.39161443,4.100526275,66.9963783,0.399695926
CAF5,1,4.60292546,7.940612889,19.00588447,3.524496688,53.43420458,0.388756781
CAF6,0,4.781447114,7.940612889,24.70509125,3.696036708,80.99109175,0.362500362
CAF7,1,5.070899789,7.940612889,17.03593344,3.883222944,63.6726809,0.393283475
CAF8,0,5.228386817,7.940612889,15.17301624,3.739864775,53.18964096,0.380579252
CAF9,0,4.926203052,7.940612889,16.23668995,3.630044259,53.36099622,0.437499338
CIV1,0,5.461862309,2.764275215,21.48368816,3.669889013,77.82371888,0.480114518
CIV10,0,5.495236279,2.764275215,20.68823187,2.579690852,51.44474321,0.447324435
CIV11,1,5.377016981,2.764275215,17.9740769,2.484066215,43.43410075,0.479119847
CIV12,0,5.339516769,2.764275215,21.40442703,3.015327996,63.42638418,0.463232013
CIV13,0,5.533704046,2.764275215,22.52374185,2.744967308,60.21140584,0.451199329
CIV14,0,5.657788736,2.764275215,25.05276144,2.417745895,53.7370354,0.326417748
CIV15,0,5.556944501,2.764275215,19.72191799,3.397454377,66.47782456,0.470313089
CIV16,0,5.2207671,2.764275215,22.37734125,3.471403705,76.94598046,0.412921818
CIV17,1,5.753122605,2.764275215,23.28424299,2.299897208,50.33519387,0.344312098
CIV18,0,5.297690226,2.764275215,21.54780888,2.316782208,46.28343454,0.377926943
CIV19,1,5.53485834,2.764275215,23.06844183,2.660115495,57.30370844,0.386955921
CIV2,0,4.871799215,2.764275215,18.59710492,2.410967185,40.41361979,0.38957376
CIV3,0,5.849955823,2.764275215,19.09257417,3.232063408,60.69787764,0.458851108
CIV4,1,5.070552357,2.764275215,18.35346265,2.432699673,39.00836363,0.365144204
CIV5,1,5.691256589,2.764275215,17.0230453,2.285599694,37.68206682,0.479554907
CIV6,0,5.35570185,2.764275215,19.26850092,3.246620337,61.66243655,0.485937151
CIV7,0,5.727670574,2.764275215,19.31258568,2.584452179,48.37252283,0.468642887
CIV8,0,5.39358634,2.764275215,21.99252668,2.601985272,55.20494885,0.405593042
CIV9,1,6.300305674,2.764275215,25.48843728,3.639891229,90.74451434,0.244528552
CMR1,1,5.665052485,3.27122116,15.19104353,4.638349705,56.88583398,0.311164934
CMR10,1,5.574926686,3.27122116,13.4000157,4.445686174,59.6286408,0.371365322
CMR2,1,6.223841419,3.27122116,12.28685718,4.491559464,53.92987785,0.347208535
CMR3,1,5.657919014,3.27122116,12.80858598,3.955276165,48.81430886,0.392610966
CMR4,1,6.174899641,3.27122116,37.97083788,2.275295829,73.87559731,0.232029954
CMR5,1,6.130000872,3.27122116,16.49984369,6.344547259,99.04953104,0.34382619
CMR6,0,6.032765754,3.27122116,11.12894386,6.593330793,60.31801459,0.348962235
CMR7,1,5.99969128,3.27122116,32.90353112,2.913252815,77.16749915,0.257260114
CMR8,1,6.019229599,3.27122116,9.388835645,5.613209518,45.93912182,0.334829336
CMR9,1,5.895736119,3.27122116,12.72865352,7.073321391,85.2776075,0.381087358
COD1,0,6.677685546,0.069635832,12.83040858,3.54280464,44.76771144,0.407255937
COD2,0,6.416157297,0.069635832,14.18745567,2.928805885,43.74263506,0.35125575
COD3,1,6.614535337,0.069635832,15.27883954,3.988769063,60.45033028,0.450000554
COD4,0,6.484933825,0.069635832,12.21266499,3.597593181,41.65122855,0.433942529
COD5,1,6.54418302,0.069635832,13.43062884,3.818528296,48.36671404,0.384158425
COD6,1,6.577379258,0.069635832,9.564605702,3.08679371,25.31882526,0.359882218
COD7,0,6.641593056,0.069635832,15.80704832,3.830189028,60.62118376,0.225497229
COD8,1,6.845232799,0.069635832,5.849151831,3.860591829,21.90265297,0.428683188
COD9,1,6.707801933,0.069635832,9.639369239,3.994022325,37.29667069,0.45439245
COG1,0,5.320973521,1.98827204,15.73020431,3.131776465,51.77305483,0.351777479
COG10,0,4.61470958,1.98827204,13.85103415,3.740216715,51.88650762,0.432312766
COG2,1,4.425010974,1.98827204,13.35696316,3.915175471,52.74604785,0.394489372
COG3,0,4.952764133,1.98827204,14.91711819,3.522346763,52.72795585,0.397003314
COG4,0,5.552374247,1.98827204,17.23383387,2.419301967,43.99200801,0.251672684
COG5,0,4.749012894,1.98827204,13.20249392,3.923430773,55.61168182,0.345177889
COG6,0,4.686581768,1.98827204,15.7735816,3.662104464,57.59992554,0.40301847
COG7,0,5.156545498,1.98827204,13.67978444,3.367904895,49.49567359,0.341812728
COG8,0,5.015181727,1.98827204,14.89893866,3.816822208,56.84729322,0.348015495
COG9,0,5.917752334,1.98827204,15.7635213,3.545937531,55.72348026,0.3035999
DJI1,0,4.760266761,2.152947454,32.73760234,0.709226123,27.75528221,0.068720853
DJI2,0,4.853918954,2.152947454,38.29525357,1.017040562,45.41174659,0.061303939
DJI3,0,5.531579315,2.152947454,50.60436118,0.482031715,25.41692468,0.063954821
DJI4,0,4.422032019,2.152947454,50.20742699,0.368237033,17.42975364,0.068647604
DJI5,0,4.764399067,2.152947454,35.60938537,0.675698498,27.64029377,0.066938709
DZA1,0,5.477524309,2.152947454,44.97959968,0.193705533,7.308481047,0.088594162
DZA10,0,5.883325388,2.152947454,10.26441148,1.497305089,6.336141805,0.269560751
DZA11,0,5.685486764,2.152947454,8.254667946,1.239788958,8.703184779,0.155125717
DZA12,0,5.721969873,2.152947454,9.512264991,1.562173049,9.143286467,0.214567071
DZA13,0,5.777693743,2.152947454,10.21649834,1.44913132,6.271201331,0.279826858
DZA14,0,5.890087413,2.152947454,13.20704752,1.049599507,6.537747061,0.196641057
DZA15,0,5.856736354,2.152947454,8.199598638,1.614574189,7.392631337,0.215487263
DZA16,0,5.948080821,2.152947454,11.00052714,0.884686726,9.141425211,0.134022243
DZA17,0,5.240701856,2.152947454,8.400136402,0.760844731,4.961150429,0.102994661
DZA18,0,5.6971558,2.152947454,23.68327747,0.430055744,4.668216079,0.105385501
DZA19,0,5.498524268,2.152947454,11.16899377,1.864363538,9.117078623,0.271917237
DZA2,0,5.770700452,2.152947454,11.09816848,1.433614032,6.274942466,0.21014966
DZA20,0,5.455311706,2.152947454,28.32780265,0.403249388,8.758605701,0.112307031
DZA21,0,5.564610013,2.152947454,9.030242158,1.776799964,8.150287051,0.263889779
DZA22,0,4.598719932,2.152947454,29.42245822,0.200853031,4.878318721,0.07698628
DZA23,0,5.68545333,2.152947454,10.50899883,2.07244986,8.899839694,0.311693609
DZA24,0,5.466339664,2.152947454,6.485968936,1.238446009,6.911906193,0.171585101
DZA25,0,5.551346343,2.152947454,12.13679537,0.776989295,8.720798054,0.115568063
DZA26,0,5.876634278,2.152947454,14.78887497,0.933773568,12.7034356,0.128657942
DZA27,0,5.772282954,2.152947454,12.37342716,0.91551291,5.781974215,0.184344141
DZA28,0,5.799509525,2.152947454,7.855243994,1.53401864,6.984216966,0.19246344
DZA29,0,5.766864891,2.152947454,8.233703303,1.707903879,7.596314646,0.209633305
DZA3,0,5.446954911,2.152947454,12.56441052,0.8106713,4.226756079,0.189321597
DZA30,0,5.757040348,2.152947454,12.36786958,0.901211285,4.13503307,0.194355371
DZA31,0,5.16965261,2.152947454,11.07749614,0.632967408,5.728887489,0.099452992
DZA32,0,6.042676781,2.152947454,12.90149172,0.849653545,4.15221235,0.16635398
DZA33,0,5.61662451,2.152947454,31.24912758,0.277799728,4.098049748,0.100201887
DZA34,0,5.691676342,2.152947454,6.934240653,1.310025112,7.215230692,0.175895677
DZA35,0,5.748041069,2.152947454,15.31044106,0.997521626,8.229371806,0.181329722
DZA36,0,5.396384798,2.152947454,8.654570212,0.954412903,5.552236381,0.168376033
DZA37,0,6.055372568,2.152947454,6.343163323,1.420617172,6.327606647,0.183016899
DZA38,0,5.660611101,2.152947454,10.21541467,0.948459882,6.445394733,0.183141149
DZA39,0,5.839209954,2.152947454,10.03010185,1.694621361,7.120373002,0.314026474
DZA4,0,6.355273264,2.152947454,10.49609295,1.37406093,6.034636755,0.223238981
DZA40,0,5.525836885,2.152947454,7.005082915,1.743091415,6.921223875,0.207298907
DZA41,0,5.115097241,2.152947454,22.25371235,0.211933321,5.821498579,0.080151982
DZA42,0,5.695546978,2.152947454,7.162402883,1.156327077,6.670122077,0.168937704
DZA43,0,5.805035407,2.152947454,7.521830539,0.953615468,5.47075998,0.167175774
DZA44,0,4.607081804,2.152947454,27.43956559,0.260293225,3.53304841,0.102399071
DZA45,0,5.669235638,2.152947454,8.840180549,1.255646441,3.969690111,0.259538292
DZA46,0,5.354380432,2.152947454,7.299357021,1.147495901,5.90921476,0.16881803
DZA47,0,5.931286738,2.152947454,8.944561065,1.71777616,6.990826656,0.298554393
DZA48,0,5.856313778,2.152947454,9.905346177,0.844393039,4.210059997,0.193866917
DZA5,0,5.682828757,2.152947454,12.01143708,1.656840856,8.072139623,0.254615226
DZA6,0,5.933377842,2.152947454,7.082282055,1.136067807,6.222296772,0.167533496
DZA7,0,5.31729774,2.152947454,34.41583638,0.335372179,8.686640134,0.07920625
DZA8,0,5.846466818,2.152947454,9.454583036,1.618031242,8.238310176,0.267929324
DZA9,0,5.740526944,2.152947454,25.78333913,0.661409486,12.64643514,0.121463154
EGY1,0,6.62750097,2.152947454,14.04938232,0.134550181,1.109141414,0.355102146
EGY10,0,6.534083111,2.152947454,17.83625369,0.033863174,0.426839508,0.300970036
EGY11,0,6.764000376,2.152947454,25.55413566,0.081433751,1.23681167,0.099984208
EGY12,0,6.521389202,2.152947454,15.93398262,0.099568562,1.127826495,0.297411376
EGY13,0,5.52143322,2.152947454,24.8319171,0.032822832,0.880252446,0.195433383
EGY14,0,5.737931596,2.152947454,27.42390349,0.083107508,0.847454849,0.085378236
EGY15,0,6.642872492,2.152947454,14.18105909,0.157140296,1.330064107,0.330000121
EGY16,0,5.831656391,2.152947454,27.05398715,0.045171602,1.630220872,0.186045468
EGY17,0,6.439766018,2.152947454,17.34042529,0.030625159,0.456271007,0.294648007
EGY18,0,6.249143735,2.152947454,17.3489825,0.050078661,0.540606014,0.302306649
EGY19,0,3.622010259,2.152947454,15.61137105,0.1116904,0.553366756,0.094667695
EGY2,0,5.370941933,2.152947454,28.93388218,0.028418466,0.642566355,0.078307288
EGY20,0,6.068898584,2.152947454,13.65216663,0.12863087,0.88645632,0.341420375
EGY21,0,5.077161945,2.152947454,26.63401704,0.031586964,0.45272129,0.071431072
EGY22,0,6.388499252,2.152947454,13.62609977,0.215681089,1.554825399,0.397408067
EGY23,0,5.432115539,2.152947454,14.6276314,0.182425011,0.868382159,0.104706715
EGY24,0,6.456993705,2.152947454,22.74452448,0.025644309,0.53445252,0.246225606
EGY25,0,5.216609634,2.152947454,14.17014223,0.197118956,0.651369294,0.112130694
EGY26,0,6.467759735,2.152947454,17.19718514,0.03661465,0.509805058,0.291979319
EGY3,0,6.587433149,2.152947454,14.34727432,0.260613887,1.895087557,0.370761936
EGY4,0,6.31089469,2.152947454,17.67327312,0.072451347,0.713541355,0.295817036
EGY5,0,6.524950996,2.152947454,14.28949694,0.143256974,1.303264259,0.348250639
EGY6,0,6.522341787,2.152947454,18.14064917,0.506648623,3.332898476,0.181464071
EGY7,0,5.831874077,2.152947454,18.91356211,0.091922158,0.920923148,0.154026913
EGY8,0,6.678325925,2.152947454,20.70790989,0.083205915,1.122534136,0.178324261
EGY9,0,6.432452331,2.152947454,14.35968397,0.113845922,1.223573836,0.35199073
ERI1,0,5.795221471,2.152947454,3.276807934,0.967178128,2.94964337,0.147656809
ERI2,0,5.747671899,2.152947454,18.04241032,0.703156587,14.52039958,0.114977751
ERI3,0,4.926728342,2.152947454,31.26648344,0.268272592,9.817555097,0.059862236
ERI4,0,5.794441583,2.152947454,31.48171142,1.506655878,35.49796797,0.15840851
ERI5,0,5.910198563,2.152947454,4.901174039,1.414728595,6.045453905,0.153514736
ERI6,0,5.664764625,2.152947454,19.5510578,1.121695015,17.46157402,0.126996554
ESH1,0,4.476671021,2.152947454,23.21338891,0.294967963,5.919063944,0.068288682
ESH2,0,4.594979714,2.152947454,19.27800324,0.301175839,5.402320124,0.066799228
ESH3,0,5.135629558,2.152947454,17.1926378,0.154419382,1.790373024,0.072460557
ESH4,0,4.768048676,2.152947454,16.92024402,0.149653892,2.536872113,0.053072686
ETH1,0,6.332810245,2.152947454,2.566719584,2.293428644,5.102472991,0.21231458
ETH10,1,7.022418308,2.152947454,3.887375795,2.999923009,11.23023343,0.363080129
ETH11,0,6.501697469,2.152947454,4.206090489,1.759695506,5.906142151,0.191073368
ETH2,0,6.031885402,2.152947454,15.49668044,1.373069074,22.95904209,0.13876945
ETH3,0,7.146750051,2.152947454,3.564983497,2.19793049,5.744353544,0.232236161
ETH4,0,5.75233074,2.152947454,16.95340263,2.996174725,32.49542318,0.322787294
ETH5,0,5.409512683,2.152947454,11.03792342,1.80699063,20.95540077,0.17526221
ETH6,0,5.25410489,2.152947454,17.2854355,3.380619582,50.67603105,0.338777315
ETH7,0,5.131018244,2.152947454,4.607855857,2.268359471,9.479343174,0.268768395
ETH8,0,7.280502871,2.152947454,4.522198669,2.577011545,10.329503,0.31198654
ETH9,0,6.530759431,2.152947454,16.47739365,1.174815259,17.98553736,0.165809194
GAB1,0,5.433368153,2.817001479,18.58722328,5.405453688,98.26331603,0.31065675
GAB2,0,4.775182504,2.817001479,14.20134142,4.562730664,66.35086381,0.392869648
GAB3,0,4.390302171,2.817001479,16.59669954,3.946624535,66.44447517,0.336188162
GAB4,0,4.661865966,2.817001479,15.09337023,4.587769862,71.88118668,0.337219247
GAB5,0,4.387870227,2.817001479,15.03465046,3.480732835,55.43087947,0.384103567
GAB6,1,4.46021882,2.817001479,14.80352387,3.792441682,57.31821506,0.354999279
GAB7,0,4.401138959,2.817001479,14.29150134,4.144136917,61.07097124,0.40661654
GAB8,0,4.761407596,2.817001479,17.7102361,3.931686206,70.96760253,0.289659959
GAB9,0,4.793043185,2.817001479,13.58040143,4.291599682,58.95013136,0.349801695
GHA1,1,6.404637685,1.238179418,24.31791126,2.989990949,71.38010035,0.397516981
GHA10,0,6.11132133,1.238179418,22.43087025,2.856253579,63.2188513,0.44097597
GHA2,1,6.017351557,1.238179418,23.38578573,2.725105079,60.33605697,0.410168752
GHA3,0,6.040746503,1.238179418,22.73607039,2.388488757,52.77323476,0.444333745
GHA4,1,6.043718672,1.238179418,22.14505672,2.966782403,64.63528081,0.452712501
GHA5,1,6.317244152,1.238179418,31.68689159,1.61675124,49.31862992,0.244536966
GHA6,1,5.9829838,1.238179418,29.65031699,2.791707943,69.64216759,0.289229831
GHA7,1,5.604218897,1.238179418,31.94084726,2.64234937,69.14248011,0.249934835
GHA8,1,5.358633324,1.238179418,27.71354127,2.692777798,63.55605986,0.26865375
GHA9,1,5.953296456,1.238179418,25.27274503,2.6831797,64.25250825,0.345420735
GIN1,1,5.588283596,1.472738301,25.88715519,2.896936105,57.56327804,0.369712795
GIN2,1,5.683287825,1.472738301,26.60280051,3.815578282,75.75586225,0.206548021
GIN3,1,5.537015994,1.472738301,20.55746232,2.043275457,33.63765582,0.375731695
GIN4,1,5.778115308,1.472738301,22.73863261,1.95947185,37.10490203,0.326448897
GIN5,1,5.777263909,1.472738301,21.61615538,2.752911859,46.13438188,0.408722886
GIN6,0,5.698680693,1.472738301,20.71091652,2.751218956,41.34258549,0.355287356
GIN7,1,5.584407579,1.472738301,18.55590005,2.35766244,32.68445916,0.384895252
GIN8,1,5.936408116,1.472738301,15.15945632,2.257280075,31.98265468,0.437266915
GMB1,0,5.097685769,0.632093366,23.25107507,2.094250335,53.0124027,0.258066797
GMB2,0,4.650085491,0.632093366,22.83609822,2.390353519,52.51365252,0.272573392
GMB3,0,4.939774974,0.632093366,28.82211097,2.238494519,57.98438385,0.272822733
GMB4,0,4.966908242,0.632093366,20.31626518,2.26293675,46.61446328,0.250479925
GMB5,0,4.873422703,0.632093366,33.8385449,2.21135936,60.88304452,0.278274889
GMB6,0,5.381205256,0.632093366,22.00751437,2.18512039,52.25178999,0.292342509
GNB1,0,5.229892097,2.152947454,30.45950866,2.830549738,74.16331967,0.383332709
GNB2,0,4.857066295,2.152947454,22.13886198,3.012639223,63.08393199,0.285465586
GNB3,0,5.384117051,2.152947454,28.79707714,2.909766042,70.43182354,0.26970625
GNB4,0,4.409097218,2.152947454,19.80473842,2.841181224,55.45388478,0.319966783
GNB5,0,5.15402583,2.152947454,23.83308245,2.980498806,66.96164499,0.333541443
GNB6,0,5.212513855,2.152947454,31.22072018,2.85521162,72.22440903,0.359522101
GNB7,0,5.228939432,2.152947454,28.38423002,2.838751254,70.84967213,0.37433076
GNB8,0,4.699651153,2.152947454,25.95388158,2.944923852,67.88145678,0.357784166
GNB9,0,4.896915619,2.152947454,23.63236184,2.716112926,58.82684565,0.356736107
GNQ2,0,4.914667382,0.11776539,14.09111529,5.527246147,74.2486489,0.362486865
GNQ3,0,3.994353044,0.11776539,13.79670155,6.145148841,81.90408515,0.369738246
GNQ4,0,4.820666078,0.11776539,14.2899142,5.637239052,82.13150693,0.365578688
GNQ5,0,4.977369295,0.11776539,14.14125926,4.649558873,66.12941748,0.357249313
GNQ6,0,5.039751886,0.11776539,13.40548785,4.933839962,66.83812332,0.328484324
GNQ7,0,4.832885024,0.11776539,13.77128229,5.095633768,71.12861721,0.367040856
KEN1,0,6.516562434,2.152947454,6.952867655,1.855204711,12.02836381,0.360630636
KEN2,0,6.33549443,2.152947454,19.87408021,1.578378272,30.47403684,0.299835148
KEN3,0,6.610645829,2.152947454,10.82929296,1.763804261,18.10151583,0.297024077
KEN4,0,6.28665467,2.152947454,5.879710629,1.794345878,9.91632473,0.240711297
KEN5,0,5.915435627,2.152947454,31.77889638,1.076590473,30.83135877,0.187279504
KEN6,0,6.586013676,2.152947454,6.416745749,3.83635031,23.37549203,0.355236764
KEN7,1,6.770108054,2.152947454,6.435090306,2.519950083,15.11768777,0.325416431
KEN8,0,6.472163583,2.152947454,6.267672411,4.303132886,24.88595683,0.387640946
LBR1,0,4.792769662,0.813018601,15.95030667,1.19687391,18.37401966,0.433215181
LBR10,0,4.757720696,0.813018601,18.8333054,3.774970372,69.16351078,0.401291175
LBR11,1,5.761856015,0.813018601,21.05224158,1.037634394,20.64395611,0.241921885
LBR12,1,5.362953917,0.813018601,16.24215674,2.148571834,33.74839236,0.480191123
LBR13,0,4.577070405,0.813018601,16.46286673,2.013155574,32.52446786,0.422226018
LBR14,1,4.641891131,0.813018601,16.80089536,3.938807205,65.27784831,0.448371434
LBR15,0,4.769576218,0.813018601,17.58573141,3.26963222,55.89959176,0.386955749
LBR2,1,5.127624512,0.813018601,16.11732271,1.949125216,30.37168977,0.466251947
LBR3,1,4.654009271,0.813018601,14.56236298,1.779014021,24.87850631,0.449877956
LBR4,1,4.70531117,0.813018601,15.66858091,1.449443958,21.80964529,0.437770934
LBR5,1,5.023572781,0.813018601,16.65421008,1.575534406,25.65681889,0.431122808
LBR6,1,4.84569693,0.813018601,16.50066149,3.08454681,49.4069984,0.460164561
LBR7,0,4.541847405,0.813018601,18.35560689,3.542542103,63.34512274,0.394203945
LBR8,1,5.105469615,0.813018601,14.02104876,2.119096296,28.29496764,0.469403767
LBR9,1,5.038872836,0.813018601,17.10696743,1.438297825,23.93885337,0.438179104
LBY1,0,5.092830121,2.152947454,19.82723675,0.220419776,1.630783306,0.104795425
LBY10,0,4.225675182,2.152947454,11.33124112,0.565309703,1.595631655,0.20488638
LBY11,0,4.170887215,2.152947454,27.62192919,0.14171419,2.36396336,0.10706746
LBY12,0,5.077407759,2.152947454,20.57506231,0.413890451,3.232841269,0.110959296
LBY13,0,4.784175277,2.152947454,30.72647776,0.189636573,4.727591767,0.088052593
LBY14,0,5.360362716,2.152947454,23.64762168,0.483604018,3.258518451,0.201529909
LBY15,0,3.695426147,2.152947454,22.81162163,0.445879892,4.567103468,0.097759417
LBY16,0,3.978912532,2.152947454,22.93528781,0.487317665,3.145385724,0.159676244
LBY17,0,5.041517714,2.152947454,14.9140464,0.233638671,1.043788351,0.114448642
LBY18,0,4.396554648,2.152947454,20.97157373,0.202995888,2.398418265,0.100493464
LBY19,0,4.260833849,2.152947454,15.12378097,0.382633748,2.674548046,0.109285886
LBY2,0,5.084365402,2.152947454,15.36543335,0.223821761,0.998243502,0.089666902
LBY20,0,4.258696899,2.152947454,39.23703366,0.21156094,7.870028724,0.078116329
LBY21,0,5.519632464,2.152947454,20.10432128,0.708585979,5.123933864,0.133951786
LBY22,0,4.688101135,2.152947454,17.58359409,0.258707703,3.136480337,0.107505906
LBY23,0,4.797406165,2.152947454,25.42089542,0.168138816,3.839424932,0.095674684
LBY24,0,4.683364766,2.152947454,25.06071055,0.32517598,2.72931919,0.09915098
LBY25,0,5.016379252,2.152947454,28.28297433,0.104005949,2.089448003,0.105658295
LBY26,0,5.154307014,2.152947454,20.04390514,0.417856276,3.000778125,0.159626324
LBY27,0,5.057410724,2.152947454,21.54075749,0.360972741,2.729782664,0.110684026
LBY28,0,5.667572993,2.152947454,18.65861767,0.425187617,2.454344337,0.122405405
LBY29,0,5.772150508,2.152947454,25.98759466,0.443408017,3.470342476,0.20202001
LBY3,0,5.713831666,2.152947454,24.23475756,0.621217094,4.121116741,0.121370125
LBY30,0,4.982022179,2.152947454,20.20342609,0.421983437,3.434787306,0.115247823
LBY31,0,4.773426382,2.152947454,27.43027841,0.141077968,3.96675329,0.0957314
LBY32,0,3.956770724,2.152947454,25.38275334,0.429184714,4.036875164,0.105040339
LBY4,0,5.372518489,2.152947454,12.39483091,0.833181268,2.728738254,0.224654656
LBY5,0,5.154961164,2.152947454,23.88784661,0.474980102,4.615785947,0.133603669
LBY6,0,4.608246079,2.152947454,25.58597798,0.138424674,2.565646765,0.091322506
LBY7,0,4.568705879,2.152947454,27.30981545,0.026372333,0.512605116,0.087232662
LBY8,0,5.153592826,2.152947454,15.00451652,0.333867447,1.608937788,0.208226548
LBY9,0,5.534286256,2.152947454,18.25561498,0.49649642,2.922211878,0.165599769
LSO1,0,5.327288218,2.152947454,2.186745576,1.629180936,5.155935357,0.220434215
LSO10,0,5.045147092,2.152947454,0.641174445,1.893076759,1.797125045,0.183979762
LSO2,0,4.98368849,2.152947454,0.636039972,2.033260639,1.914701493,0.225887002
LSO3,0,5.39358279,2.152947454,2.019052363,1.718520901,5.157398536,0.226082686
LSO4,0,5.218225482,2.152947454,1.767574934,1.557283219,3.862506125,0.172577625
LSO5,0,5.544966884,2.152947454,2.25644787,1.571932627,5.113818876,0.216046192
LSO6,0,5.169312453,2.152947454,1.47634319,1.677348972,3.451885973,0.172583471
LSO7,0,4.916201938,2.152947454,0.39659486,2.090801732,1.240841793,0.189647586
LSO8,0,4.805417737,2.152947454,0.669321308,1.993626688,2.067055339,0.218118697
LSO9,0,5.018188509,2.152947454,1.025955965,1.74381348,2.499331064,0.184428006
Mar-01,0,6.184432215,2.152947454,6.712681867,0.86409509,2.637624964,0.209252971
Mar-10,0,6.22090397,2.152947454,9.525050122,0.911598659,4.380749055,0.165114426
Mar-11,0,6.302334788,2.152947454,6.880946772,1.176743158,3.40195702,0.225835628
Mar-12,0,6.419373756,2.152947454,10.09955837,0.576888797,3.083828547,0.137261135
Mar-13,0,6.078119226,2.152947454,8.671003519,0.899404932,5.543263504,0.224537603
Mar-14,0,6.314485112,2.152947454,5.289868976,1.392250481,2.654867271,0.260394566
Mar-15,0,6.150374918,2.152947454,7.483073822,1.366590715,3.985289074,0.193525141
Mar-02,0,6.220115495,2.152947454,8.725704915,0.664306266,2.49486729,0.223996684
Mar-03,0,6.142422188,2.152947454,8.992768655,1.309894234,5.537925752,0.203155308
Mar-04,0,6.207474909,2.152947454,6.744926103,1.274208873,3.526673087,0.255734015
Mar-05,0,6.457733316,2.152947454,7.664956112,0.943149387,3.382351307,0.149960614
Mar-06,0,5.531795581,2.152947454,13.16631788,0.388187374,3.260249022,0.07714111
